,totKgSupply,totKgDemand,x,y
304,0.0,0.0,125034.63572184974,473256.8300490249
305,0.0,0.0,125034.63572184974,471256.8300490249
306,7540657.672108254,11503972.021465614,129034.63572184974,473256.8300490249
307,824438.5895437023,3977889.4899534383,127034.63572184974,467256.8300490249
308,6362172.937537277,99184845.61066253,121034.63572184974,469256.8300490249
309,27110124.21323984,59948604.32568162,123034.63572184974,469256.8300490249
310,0.0,0.0,125034.63572184974,469256.8300490249
311,3828343.735135873,5751986.010732807,121034.63572184974,471256.8300490249
312,0.0,0.0,123034.63572184974,471256.8300490249
313,6705320.738262472,17687122.33327747,117034.63572184974,479256.8300490249
314,59243915.2574052,435696138.4954135,117034.63572184974,477256.8300490249
315,0.0,0.0,117034.63572184974,469256.8300490249
316,101395302.71573082,235679348.58609322,119034.63572184974,469256.8300490249
317,24072683.81014395,46920093.64674937,117034.63572184974,471256.8300490249
318,0.0,0.0,119034.63572184974,471256.8300490249
319,114002838.85557133,383818253.0524951,115034.63572184974,473256.8300490249
320,1054022.805301203,41017309.14449968,119034.63572184974,473256.8300490249
321,190103365.84142977,375959786.0701416,117034.63572184974,473256.8300490249
322,232479.5659787414,269733774.3883838,115034.63572184974,475256.8300490249
323,0.0,0.0,119034.63572184974,475256.8300490249
324,19282361.218979634,73470328.39184827,117034.63572184974,475256.8300490249
325,52205925.92814473,82873060.12800086,121034.63572184974,467256.8300490249
326,433990.7687276206,6118400.268479789,123034.63572184974,467256.8300490249
327,13914190.060291521,49962319.26250353,111034.63572184974,467256.8300490249
328,13173750.535014924,23859843.412419382,113034.63572184974,467256.8300490249
329,0.0,0.0,113034.63572184974,469256.8300490249
330,9205380.56126715,8814785.653855545,113034.63572184974,471256.8300490249
331,44839790.91431155,106245265.90546578,113034.63572184974,473256.8300490249
332,0.0,0.0,115034.63572184974,467256.8300490249
333,0.0,0.0,115034.63572184974,469256.8300490249
334,0.0,0.0,115034.63572184974,471256.8300490249
335,8201265.157132668,8821733.476498213,111034.63572184974,473256.8300490249
336,137207128.9989059,724749198.5802134,113034.63572184974,475256.8300490249
337,27727098.22525491,255489882.20757413,105034.63572184974,469256.8300490249
338,205748.87250912897,1371104210.1768105,107034.63572184974,469256.8300490249
339,71571969.35277441,415032184.00801575,105034.63572184974,471256.8300490249
340,14435632.701916723,15945253.672234159,107034.63572184974,471256.8300490249
341,0.0,0.0,109034.63572184974,469256.8300490249
342,0.0,0.0,111034.63572184974,469256.8300490249
343,0.0,0.0,109034.63572184974,471256.8300490249
344,81754935.08227323,102378210.75022137,111034.63572184974,471256.8300490249
345,0.0,0.0,107034.63572184974,473256.8300490249
346,0.0,0.0,105034.63572184974,473256.8300490249
347,9060828.83867853,6590786.634717226,111034.63572184974,475256.8300490249
348,0.0,0.0,117034.63572184974,481256.8300490249
349,1358077.323425057,131643632.692427,115034.63572184974,479256.8300490249
350,0.0,0.0,115034.63572184974,481256.8300490249
351,133961473.5018193,449979371.4286863,115034.63572184974,477256.8300490249
352,0.0,8814785.653855545,113034.63572184974,481256.8300490249
353,169267337.2507562,942558477.8295809,113034.63572184974,483256.8300490249
354,85593821.89203703,252290993.5602465,115034.63572184974,483256.8300490249
355,0.0,0.0,113034.63572184974,477256.8300490249
356,0.0,0.0,113034.63572184974,479256.8300490249
357,364424382.5688372,901701618.8102802,115034.63572184974,485256.8300490249
358,0.0,0.0,111034.63572184974,481256.8300490249
359,0.0,0.0,111034.63572184974,483256.8300490249
360,0.0,8287544.663912639,111034.63572184974,477256.8300490249
361,0.0,4815595.2684120415,111034.63572184974,479256.8300490249
362,712963265.0026165,602335780.3217123,109034.63572184974,479256.8300490249
363,483712371.8532662,831454995.834126,107034.63572184974,479256.8300490249
364,1333222.3701932083,64238701.48762617,109034.63572184974,481256.8300490249
365,0.0,0.0,109034.63572184974,483256.8300490249
366,198399922.53644386,235501700.12108326,103034.63572184974,485256.8300490249
367,51220528.173604034,40097817.96796504,109034.63572184974,477256.8300490249
368,247665905.83526176,305413795.3867752,105034.63572184974,479256.8300490249
369,133142383.27454704,376612502.23950666,101034.63572184974,479256.8300490249
370,16519545.285722367,215928044.3893228,103034.63572184974,479256.8300490249
371,41061307.3822669,75866184.55993383,101034.63572184974,481256.8300490249
372,44443659.35599597,52458642.24343968,103034.63572184974,481256.8300490249
373,60096345.35025529,326562246.7166095,103034.63572184974,483256.8300490249
374,7481576.619456857,13785945.80855947,101034.63572184974,483256.8300490249
375,71393134.50062379,130933947.84125347,101034.63572184974,485256.8300490249
376,25059075.142975796,406473940.0304925,107034.63572184974,477256.8300490249
377,0.0,0.0,107034.63572184974,475256.8300490249
378,14565281.88420183,24148201.249980908,109034.63572184974,475256.8300490249
379,11967812.649259087,343060453.5212181,105034.63572184974,467256.8300490249
380,14102367.776921008,1010715185.1012505,107034.63572184974,467256.8300490249
381,6595407.483273029,76725850.46107891,103034.63572184974,473256.8300490249
382,304835398.43483245,454172781.5499795,103034.63572184974,475256.8300490249
383,103190696.10016108,460261653.4223702,105034.63572184974,475256.8300490249
384,65339450.18322399,640516643.6115744,103034.63572184974,469256.8300490249
385,4589042.347808063,154889079.26079687,103034.63572184974,471256.8300490249
386,17365289.632462166,236864170.9762074,105034.63572184974,477256.8300490249
387,0.0,25535075.12916881,101034.63572184974,467256.8300490249
388,0.0,120533659.85995734,101034.63572184974,469256.8300490249
389,0.0,57073230.327116646,103034.63572184974,467256.8300490249
390,459467.9959207992,726661422.1114627,101034.63572184974,473256.8300490249
391,29574737.027204998,1285304811.3552282,101034.63572184974,475256.8300490249
392,0.0,6365835.385537751,101034.63572184974,471256.8300490249
393,0.0,0.0,99034.63572184974,471256.8300490249
394,126099888.48941697,568426505.3960987,99034.63572184974,473256.8300490249
395,0.0,0.0,99034.63572184974,467256.8300490249
396,114495077.63295424,1091033920.8928921,103034.63572184974,477256.8300490249
397,37191848.913246304,1947986261.195249,101034.63572184974,477256.8300490249
398,201036927.79331097,609300044.1395016,99034.63572184974,475256.8300490249
399,64414233.341301575,167099275.83729878,99034.63572184974,477256.8300490249
400,0.0,0.0,97034.63572184974,473256.8300490249
401,0.0,0.0,97034.63572184974,475256.8300490249
402,0.0,0.0,97034.63572184974,477256.8300490249
403,0.0,0.0,97034.63572184974,469256.8300490249
404,0.0,0.0,99034.63572184974,469256.8300490249
405,0.0,0.0,97034.63572184974,471256.8300490249
406,81378734.85848059,100544046.5176272,101034.63572184974,487256.8300490249
407,17757196.419961356,32508815.04885557,101034.63572184974,489256.8300490249
408,0.0,0.0,97034.63572184974,489256.8300490249
409,0.0,0.0,99034.63572184974,489256.8300490249
410,0.0,0.0,97034.63572184974,491256.8300490249
411,0.0,0.0,101034.63572184974,491256.8300490249
412,0.0,0.0,99034.63572184974,491256.8300490249
413,26023889.15029344,181679256.40880013,99034.63572184974,481256.8300490249
414,0.0,0.0,99034.63572184974,483256.8300490249
415,0.0,0.0,97034.63572184974,485256.8300490249
416,0.0,0.0,99034.63572184974,485256.8300490249
417,0.0,0.0,99034.63572184974,487256.8300490249
418,0.0,0.0,97034.63572184974,487256.8300490249
419,61332073.78477527,869132616.7907608,99034.63572184974,479256.8300490249
420,0.0,0.0,97034.63572184974,479256.8300490249
421,0.0,0.0,97034.63572184974,481256.8300490249
