wkt
LINESTRING(5.10554 52.45667,5.0883592 52.4344171,5.0488442 52.4393496,5.0399185 52.4568833,5.035192950000001 52.456755525)
LINESTRING(5.035192950000001 52.456755525,5.0305892 52.4569851,5.031756 52.4641491,5.032203072727273 52.46563194545454)
LINESTRING(5.035192950000001 52.456755525,5.028745574999999 52.453943349999996)
LINESTRING(5.032203072727273 52.46563194545454,5.0325363 52.4692371,5.0305272 52.4878789,5.0310013636363635 52.48876560000001)
LINESTRING(5.032203072727273 52.46563194545454,5.0316523 52.4641703,5.0287617 52.4545427,5.028745574999999 52.453943349999996)
LINESTRING(5.028745574999999 52.453943349999996,5.0270804 52.4511764,4.9567784 52.4223484,4.9532609999999995 52.4222743375)
LINESTRING(5.0310013636363635 52.48876560000001,5.0326242 52.4887728,5.0570803 52.4913877,5.05719195 52.49138995,5.0573036 52.4913922,5.0704924 52.4951776,5.066309599999999 52.49831711428572,5.056026557142857 52.503848399999995,5.0525736 52.5059857,5.0485327 52.5093398,5.044909099999999 52.51208657999998)
LINESTRING(5.0310013636363635 52.48876560000001,5.0305036 52.489996,5.0376011 52.5015949,5.03988023 52.503141240000005)
LINESTRING(5.03988023 52.503141240000005,5.044909099999999 52.51208657999998)
LINESTRING(5.03988023 52.503141240000005,5.0254382500000006 52.5087843,5.0144879499999995 52.512778975,5.0012815 52.516761349999996,4.964602809090909 52.524820399999996)
LINESTRING(5.044909099999999 52.51208657999998,5.0453233 52.5173543,5.0087369 52.5619766)
LINESTRING(4.9532609999999995 52.4222743375,4.9510864 52.4250417,4.9494275 52.4638707,4.94911125 52.4645079,4.948795 52.4651451,4.94908 52.4850699,4.9520445749999995 52.486299537499995)
LINESTRING(4.9532609999999995 52.4222743375,4.940927485714285 52.40462602142856)
LINESTRING(4.940927485714285 52.40462602142856,4.966633575862068 52.38791440000001)
LINESTRING(4.940927485714285 52.40462602142856,4.946947 52.3987513,4.9572233 52.3923011,4.95498075 52.391616375)
LINESTRING(4.940927485714285 52.40462602142856,4.932867815384616 52.40382925384615)
LINESTRING(4.946919318749999 52.53097180625,4.9473877 52.5309308,4.9555475 52.5444288,4.9570403 52.54673356666667)
LINESTRING(4.946919318749999 52.53097180625,4.9397838 52.5329309,4.9182043 52.5378511,4.9079554000000005 52.540101060000005,4.9082907 52.5401013,4.8648024 52.549978)
LINESTRING(4.946919318749999 52.53097180625,4.9507027 52.5369845,4.9616193 52.5549593)
LINESTRING(4.946919318749999 52.53097180625,4.964602809090909 52.524820399999996)
LINESTRING(4.946919318749999 52.53097180625,4.9337308 52.51338211428571,4.94530896 52.51039338500001)
LINESTRING(4.964602809090909 52.524820399999996,4.9633793 52.5194335,4.9641711 52.5166856,4.9642085 52.51655,4.9642459 52.5164144,4.9652558 52.5127316,4.965027467741936 52.505328064516135)
LINESTRING(4.965027467741936 52.505328064516135,4.975690162499999 52.496739174999995,4.9700150700000005 52.48916627999999,4.9520445749999995 52.486299537499995)
LINESTRING(4.965027467741936 52.505328064516135,4.951478125000001 52.50033555833334)
LINESTRING(4.951478125000001 52.50033555833334,4.9483528 52.4946795,4.9491041 52.4851803,4.9520445749999995 52.486299537499995)
LINESTRING(4.951478125000001 52.50033555833334,4.938318257894737 52.49905278421053)
LINESTRING(4.951478125000001 52.50033555833334,4.94530896 52.51039338500001)
LINESTRING(4.9520445749999995 52.486299537499995,4.9506953 52.4871535,4.9416678 52.4911999,4.938318257894737 52.49905278421053)
LINESTRING(4.938318257894737 52.49905278421053,4.9351436 52.5041481,4.9360585 52.5080914,4.94530896 52.51039338500001)
LINESTRING(4.938318257894737 52.49905278421053,4.930933466666667 52.50445285000001)
LINESTRING(4.94530896 52.51039338500001,4.930933466666667 52.50445285000001)
LINESTRING(4.930933466666667 52.50445285000001,4.8981431375 52.4948674375,4.8545158 52.47608994444445)
LINESTRING(4.8545158 52.47608994444445,4.844399742857143 52.45624268571429)
LINESTRING(4.8545158 52.47608994444445,4.8497689 52.4761857,4.8418641 52.4731279)
LINESTRING(4.867929819047618 52.43179068571429,4.8403891 52.43261702857143)
LINESTRING(4.867929819047618 52.43179068571429,4.882059144444445 52.42210151851853)
LINESTRING(4.867929819047618 52.43179068571429,4.854052676923077 52.443196661538465)
LINESTRING(4.867929819047618 52.43179068571429,4.870715499999999 52.4201897)
LINESTRING(4.867929819047618 52.43179068571429,4.8732441 52.4265386,4.8549523 52.4061811,4.851839229268293 52.40175290731707)
LINESTRING(4.8403891 52.43261702857143,4.836795423809524 52.442680671428576)
LINESTRING(4.8403891 52.43261702857143,4.824436647826087 52.4260602173913)
LINESTRING(4.882059144444445 52.42210151851853,4.8935182 52.424873649999995,4.912565664705883 52.41683335882353)
LINESTRING(4.882059144444445 52.42210151851853,4.88664415 52.409643425000006,4.911993744444445 52.39591576666667)
LINESTRING(4.882059144444445 52.42210151851853,4.8759523 52.4222737,4.8713605 52.4204328,4.870715499999999 52.4201897)
LINESTRING(4.882059144444445 52.42210151851853,4.8776334 52.4234625,4.8554161 52.4062499,4.851839229268293 52.40175290731707)
LINESTRING(4.854052676923077 52.443196661538465,4.836795423809524 52.442680671428576)
LINESTRING(4.854052676923077 52.443196661538465,4.83050931875 52.454425381250005)
LINESTRING(4.854052676923077 52.443196661538465,4.844399742857143 52.45624268571429)
LINESTRING(4.870715499999999 52.4201897,4.851839229268293 52.40175290731707)
LINESTRING(4.851839229268293 52.40175290731707,4.864922708333333 52.393840225)
LINESTRING(4.851839229268293 52.40175290731707,4.8433239829268295 52.389740643902435)
LINESTRING(4.851839229268293 52.40175290731707,4.8437535 52.4037693,4.8257757 52.4146719,4.824436647826087 52.4260602173913)
LINESTRING(4.851839229268293 52.40175290731707,4.8037452125 52.393282737499995)
LINESTRING(4.836795423809524 52.442680671428576,4.82808 52.44561,4.8276615 52.4477983,4.83050931875 52.454425381250005)
LINESTRING(4.836795423809524 52.442680671428576,4.8307354 52.4425465,4.8231518 52.4402868,4.816817734999999 52.43767613)
LINESTRING(4.824436647826087 52.4260602173913,4.816817734999999 52.43767613)
LINESTRING(4.824436647826087 52.4260602173913,4.818363 52.4271009,4.8149932 52.4274469,4.811779569230769 52.42899608461538)
LINESTRING(4.844399742857143 52.45624268571429,4.83050931875 52.454425381250005)
LINESTRING(4.8418641 52.4731279,4.840044775 52.471042825)
LINESTRING(4.8418641 52.4731279,4.8228638 52.4728426,4.82197495 52.47265733333333,4.8210596 52.472456,4.8063867 52.4709778,4.802409457894737 52.46794638421052)
LINESTRING(4.840044775 52.471042825,4.8325 52.46915,4.8179663 52.4606429,4.817814408333333 52.45682454999999)
LINESTRING(4.83050931875 52.454425381250005,4.817814408333333 52.45682454999999)
LINESTRING(4.816817734999999 52.43767613,4.8222938 52.4417613,4.8182235 52.4510926,4.817814408333333 52.45682454999999)
LINESTRING(4.816817734999999 52.43767613,4.811061952941175 52.44347163529412)
LINESTRING(4.811779569230769 52.42899608461538,4.811061952941175 52.44347163529412)
LINESTRING(4.811779569230769 52.42899608461538,4.79387697 52.42874954,4.7876998 52.4293354,4.7747437 52.4313812,4.774524550000001 52.4314114,4.7743054 52.4314416,4.7607082 52.43319,4.760488199999999 52.43322565,4.7602682 52.4332613,4.7261035 52.4357155,4.726579133333334 52.43537044999999)
LINESTRING(4.817814408333333 52.45682454999999,4.802409457894737 52.46794638421052)
LINESTRING(4.817814408333333 52.45682454999999,4.811061952941175 52.44347163529412)
LINESTRING(4.802409457894737 52.46794638421052,4.811061952941175 52.44347163529412)
LINESTRING(4.802409457894737 52.46794638421052,4.796351016666667 52.464056633333335,4.7959996 52.4624372,4.7854567 52.4648729,4.775973925000001 52.471382616666666)
LINESTRING(4.802409457894737 52.46794638421052,4.775973925000001 52.471382616666666)
LINESTRING(4.802409457894737 52.46794638421052,4.803781999999999 52.48963726666667)
LINESTRING(4.775973925000001 52.471382616666666,4.76762375 52.466459575)
LINESTRING(4.775973925000001 52.471382616666666,4.770209400000001 52.47637525)
LINESTRING(4.803781999999999 52.48963726666667,4.79977948 52.495987619999994)
LINESTRING(4.803781999999999 52.48963726666667,4.8063175 52.4847133,4.7944499 52.4892052,4.7897414750000005 52.490281637500004)
LINESTRING(4.7787276 52.546205,4.7822805 52.5134192,4.77988498 52.507907020000005)
LINESTRING(4.77988498 52.507907020000005,4.777282147058823 52.4938661)
LINESTRING(4.77988498 52.507907020000005,4.7784661 52.5043127,4.8006006 52.4988913,4.79977948 52.495987619999994)
LINESTRING(4.777282147058823 52.4938661,4.770209400000001 52.47637525)
LINESTRING(4.777282147058823 52.4938661,4.7897414750000005 52.490281637500004)
LINESTRING(4.777282147058823 52.4938661,4.7531322000000005 52.495880166666666,4.715495691666667 52.51664163333333)
LINESTRING(4.79977948 52.495987619999994,4.7897414750000005 52.490281637500004)
LINESTRING(4.720887329999999 52.544395699999995,4.715495691666667 52.51664163333333)
LINESTRING(4.720887329999999 52.544395699999995,4.7171873 52.5408583,4.7146214 52.5339634,4.714196183333334 52.5335738,4.7138903 52.533181,4.7041982 52.5219932,4.703903525 52.52054856666667)
LINESTRING(4.720887329999999 52.544395699999995,4.7202269 52.5423427,4.7161024 52.5683771)
LINESTRING(4.715495691666667 52.51664163333333,4.711054 52.518257,4.7069876 52.5195858,4.703903525 52.52054856666667)
LINESTRING(4.715495691666667 52.51664163333333,4.706524585714285 52.508339214285705,4.697581771428572 52.505488849999985)
LINESTRING(4.703903525 52.52054856666667,4.7040096 52.5164257,4.6908416 52.5100302,4.687446190000001 52.51070176999999)
LINESTRING(4.703903525 52.52054856666667,4.6993718 52.5246022,4.6900364 52.5540338)
LINESTRING(4.687446190000001 52.51070176999999,4.697581771428572 52.505488849999985)
LINESTRING(4.687446190000001 52.51070176999999,4.678284658333333 52.500385808333334)
LINESTRING(4.687446190000001 52.51070176999999,4.6821229 52.5143341,4.6780389 52.5186973,4.6767502499999996 52.51842925,4.6754616 52.5181612,4.6663407 52.5144072,4.664401430769232 52.50464356153847)
LINESTRING(4.76762375 52.466459575,4.7655149 52.4645187,4.7436994 52.4443999,4.7434661 52.4443675,4.7432328 52.4443351,4.7303755 52.4380362,4.726579133333334 52.43537044999999)
LINESTRING(4.76762375 52.466459575,4.7693279 52.4728159,4.7700622 52.4763652,4.770209400000001 52.47637525)
LINESTRING(4.726579133333334 52.43537044999999,4.7248704 52.4306909)
LINESTRING(4.726579133333334 52.43537044999999,4.7256657 52.4359216,4.6689286 52.4673123,4.6715466333333335 52.47228496666666)
LINESTRING(4.697581771428572 52.505488849999985,4.695029 52.493670439999995)
LINESTRING(4.7248704 52.4306909,4.7394922 52.4273376,4.7394312 52.4271301,4.7393355 52.4268415,4.7392515 52.4266107,4.777701994444444 52.39519652777777)
LINESTRING(4.7248704 52.4306909,4.66253 52.45889,4.6571512 52.45630863333332)
LINESTRING(4.7248704 52.4306909,4.682355 52.4131734,4.6567574 52.4197377,4.652387766666667 52.42134835555555)
LINESTRING(4.777701994444444 52.39519652777777,4.793593187499998 52.39305465)
LINESTRING(4.777701994444444 52.39519652777777,4.7712317 52.3987224,4.7435968 52.3877517,4.7436446 52.3876471,4.7437401 52.3875033,4.7437954 52.3874372,4.7438385 52.3873984,4.7438911 52.3873564,4.7440372 52.3872691,4.7442998 52.3871565,4.744672 52.3865558,4.741656566666666 52.38642193333334)
LINESTRING(4.777701994444444 52.39519652777777,4.75016445 52.365087349999996,4.74004970909091 52.35523071818181)
LINESTRING(4.777701994444444 52.39519652777777,4.7784498 52.391266,4.7786107 52.3911763,4.7942528 52.3904032,4.793593187499998 52.39305465)
LINESTRING(4.6715466333333335 52.47228496666666,4.6718425 52.4739612,4.6635148 52.4793744,4.656335934615384 52.476554169230766)
LINESTRING(4.6715466333333335 52.47228496666666,4.6725383 52.47383,4.6747438 52.4758716,4.6764745043478255 52.48314007826086)
LINESTRING(4.6571512 52.45630863333332,4.66248272 52.444798739999996)
LINESTRING(4.6571512 52.45630863333332,4.650800790909091 52.457677600000004)
LINESTRING(4.6571512 52.45630863333332,4.6504429 52.473920969999995)
LINESTRING(4.652387766666667 52.42134835555555,4.644945689473683 52.4263771368421)
LINESTRING(4.652387766666667 52.42134835555555,4.6484173 52.42248,4.64093 52.394392,4.6359762062500005 52.390604781250005)
LINESTRING(4.652387766666667 52.42134835555555,4.6571557 52.419498,4.6568387 52.4065423,4.65556048 52.40426008000001)
LINESTRING(4.793593187499998 52.39305465,4.8037452125 52.393282737499995)
LINESTRING(4.793593187499998 52.39305465,4.79878439 52.386892120000006)
LINESTRING(4.741656566666666 52.38642193333334,4.7349566076923075 52.38656527692308)
LINESTRING(4.741656566666666 52.38642193333334,4.750653728571429 52.38055332857143)
LINESTRING(4.656335934615384 52.476554169230766,4.6764745043478255 52.48314007826086)
LINESTRING(4.656335934615384 52.476554169230766,4.6565009 52.4766852,4.6848404 52.4840481,4.682883513636363 52.4753801)
LINESTRING(4.656335934615384 52.476554169230766,4.6562185 52.4765798,4.6932158 52.4871967,4.695029 52.493670439999995)
LINESTRING(4.656335934615384 52.476554169230766,4.6504429 52.473920969999995)
LINESTRING(4.6764745043478255 52.48314007826086,4.682883513636363 52.4753801)
LINESTRING(4.6764745043478255 52.48314007826086,4.679084904999999 52.488940295000006)
LINESTRING(4.66248272 52.444798739999996,4.6668821 52.4454682,4.6793314 52.47085,4.682883513636363 52.4753801)
LINESTRING(4.66248272 52.444798739999996,4.6640684 52.4445836,4.6724287 52.4362418)
LINESTRING(4.66248272 52.444798739999996,4.6707182 52.4376884,4.7064552 52.390182,4.707043881250001 52.3847943375)
LINESTRING(4.66248272 52.444798739999996,4.644605961904762 52.4401111)
LINESTRING(4.66248272 52.444798739999996,4.6543526 52.446658,4.6560769 52.450256,4.6560067 52.4502854,4.6559393 52.4503093,4.65586 52.4503274,4.6557871 52.450337,4.65571 52.45034,4.6553192 52.4503985,4.650800790909091 52.457677600000004)
LINESTRING(4.650800790909091 52.457677600000004,4.647176316666666 52.460371933333334,4.6315366 52.4624641,4.6079 52.46339,4.60398965 52.45924135)
LINESTRING(4.6504429 52.473920969999995,4.6486995 52.4764837,4.6444663 52.4782028,4.643576116666666 52.48108801666667)
LINESTRING(4.6504429 52.473920969999995,4.6485774 52.4763832,4.6451902 52.4775825,4.640305125 52.4765056,4.643576116666666 52.48108801666667)
LINESTRING(4.644945689473683 52.4263771368421,4.6472478 52.4245657,4.6505288 52.4286509,4.656347427777778 52.43533670555556,4.644605961904762 52.4401111)
LINESTRING(4.644945689473683 52.4263771368421,4.644605961904762 52.4401111)
LINESTRING(4.644945689473683 52.4263771368421,4.6400501 52.41488335,4.625575485000001 52.394119524999994)
LINESTRING(4.6359762062500005 52.390604781250005,4.6396738 52.3886118,4.6469175 52.3864016)
LINESTRING(4.6359762062500005 52.390604781250005,4.625575485000001 52.394119524999994)
LINESTRING(4.6359762062500005 52.390604781250005,4.6318052 52.3879536,4.630091 52.3839162,4.628832185714287 52.37848565)
LINESTRING(4.65556048 52.40426008000001,4.668095345 52.38342918000001)
LINESTRING(4.65556048 52.40426008000001,4.6533975 52.4021801,4.6469175 52.3864016)
LINESTRING(4.682883513636363 52.4753801,4.695029 52.493670439999995)
LINESTRING(4.682883513636363 52.4753801,4.6797912 52.4709699,4.6724287 52.4362418)
LINESTRING(4.6724287 52.4362418,4.7066419 52.3899972,4.707043881250001 52.3847943375)
LINESTRING(4.707043881250001 52.3847943375,4.7147051 52.3855127,4.7293305 52.3867518,4.7349566076923075 52.38656527692308)
LINESTRING(4.707043881250001 52.3847943375,4.7003693 52.3844335,4.6801428 52.3831571,4.668095345 52.38342918000001)
LINESTRING(4.707043881250001 52.3847943375,4.7168834 52.3857225,4.7318053 52.3867333,4.7349566076923075 52.38656527692308)
LINESTRING(4.707043881250001 52.3847943375,4.708218 52.3804048,4.7088846 52.3761902,4.70580038695652 52.370166834782616)
LINESTRING(4.707043881250001 52.3847943375,4.708197 52.3792287,4.7087659 52.3752916,4.70580038695652 52.370166834782616)
LINESTRING(4.707043881250001 52.3847943375,4.6984482 52.3843144,4.6829885 52.383261,4.681849175000001 52.38313235,4.6807024 52.3830912,4.6795345 52.3829853,4.668095345 52.38342918000001)
LINESTRING(4.644605961904762 52.4401111,4.6389184 52.446024,4.6384929 52.4486465,4.634529100000001 52.450499474999994,4.6273963 52.4529873,4.6231448 52.4539381,4.6223107500000005 52.454115900000005,4.6214767 52.4542937,4.6194779 52.4547387,4.612361900000001 52.45439305714285)
LINESTRING(4.695029 52.493670439999995,4.6919455 52.496849,4.684732 52.5002177,4.678284658333333 52.500385808333334)
LINESTRING(4.695029 52.493670439999995,4.688893 52.4882589,4.6856939 52.4872391,4.679084904999999 52.488940295000006)
LINESTRING(4.679084904999999 52.488940295000006,4.6733817 52.4935076,4.67873 52.4964367,4.678284658333333 52.500385808333334)
LINESTRING(4.679084904999999 52.488940295000006,4.664401430769232 52.50464356153847)
LINESTRING(4.678284658333333 52.500385808333334,4.664401430769232 52.50464356153847)
LINESTRING(4.7349566076923075 52.38656527692308,4.7363832 52.3871891,4.7441306 52.3861751,4.750653728571429 52.38055332857143)
