wkt
LINESTRING(5.10554 52.45667,5.0883592 52.4344171,5.0488442 52.4393496,5.0399185 52.4568833,5.035192950000001 52.456755525)
LINESTRING(5.035192950000001 52.456755525,5.0305892 52.4569851,5.031756 52.4641491,5.032203072727273 52.46563194545454)
LINESTRING(5.035192950000001 52.456755525,5.028745574999999 52.453943349999996)
LINESTRING(4.7349566076923075 52.38656527692308,4.7337046 52.386381,4.67059 52.38215,4.6706253 52.3817963,4.668095345 52.38342918000001)
LINESTRING(4.668095345 52.38342918000001,4.653144907999999 52.36718105200001)
LINESTRING(4.668095345 52.38342918000001,4.651020900000001 52.38346030769231,4.6455360571428574 52.380065485714276)
LINESTRING(4.70580038695652 52.370166834782616,4.73064832 52.36129264)
LINESTRING(4.70580038695652 52.370166834782616,4.660380971428572 52.32655198571429)
LINESTRING(4.70580038695652 52.370166834782616,4.6912880999999995 52.3707238,4.653144907999999 52.36718105200001)
LINESTRING(4.70580038695652 52.370166834782616,4.7036253 52.3687023,4.6574338 52.3677582,4.653144907999999 52.36718105200001)
LINESTRING(4.664401430769232 52.50464356153847,4.652531618181819 52.495956568181825)
LINESTRING(4.664401430769232 52.50464356153847,4.65316195 52.512005325)
LINESTRING(4.652531618181819 52.495956568181825,4.6479146 52.490525,4.6438566 52.488024,4.643576116666666 52.48108801666667)
LINESTRING(4.652531618181819 52.495956568181825,4.6554326 52.5045264,4.654167 52.5072798,4.65316195 52.512005325)
LINESTRING(4.652531618181819 52.495956568181825,4.6457177 52.4981575,4.6325497 52.4965222,4.6305045875 52.4891657)
LINESTRING(4.65316195 52.512005325,4.6521243 52.5168023,4.6581113 52.5379285,4.6583795666666665 52.54083326666666)
LINESTRING(4.643576116666666 52.48108801666667,4.6305045875 52.4891657)
LINESTRING(4.6305045875 52.4891657,4.6292424 52.4879015,4.5924773 52.49632)
LINESTRING(4.60398965 52.45924135,4.612361900000001 52.45439305714285)
LINESTRING(4.60398965 52.45924135,4.593818033333334 52.446695299999995,4.5946017 52.4467208,4.6084975 52.4525475,4.612361900000001 52.45439305714285)
LINESTRING(4.60398965 52.45924135,4.6044427 52.4624747,4.597353 52.4584134,4.595790975 52.457629125,4.5943864 52.4568574,4.6012388 52.4558676,4.612361900000001 52.45439305714285)
LINESTRING(5.19715509 52.21068881666667,5.181855281818183 52.21850074090909)
LINESTRING(5.19715509 52.21068881666667,5.1933454 52.20171705,5.1861608 52.192083350000004)
LINESTRING(5.19715509 52.21068881666667,5.2021963 52.2074909,5.206343 52.2090154)
LINESTRING(5.181855281818183 52.21850074090909,5.1892283 52.2256093,5.192021 52.2251068,5.1947952599999985 52.223806913333334,5.190153124999999 52.2349799875)
LINESTRING(5.181855281818183 52.21850074090909,5.1779274 52.2222568,5.1596587 52.2319983,5.159894759999999 52.233030199999995)
LINESTRING(5.181855281818183 52.21850074090909,5.1818963 52.210737,5.1774935 52.1896941,5.1747186 52.18792325,5.1719437 52.1861524,5.1396341 52.2083787,5.139545580000001 52.208467940000006)
LINESTRING(5.181855281818183 52.21850074090909,5.1782421 52.2110984,5.1745987 52.211198,5.16820405 52.21138495,5.148047108333332 52.21809410000001)
LINESTRING(5.159894759999999 52.233030199999995,5.1586293 52.2323119,5.15146 52.2209904,5.148047108333332 52.21809410000001)
LINESTRING(5.159894759999999 52.233030199999995,5.1622855 52.2344043,5.1727519 52.2341118,5.171516116666667 52.24088485000001)
LINESTRING(5.190153124999999 52.2349799875,5.1944612 52.2364075,5.2055697 52.2447666)
LINESTRING(5.190153124999999 52.2349799875,5.1869559 52.2356829,5.1838104 52.2353228,5.176324492857142 52.235200157142856,5.171516116666667 52.24088485000001)
LINESTRING(5.148047108333332 52.21809410000001,5.139545580000001 52.208467940000006)
LINESTRING(5.148047108333332 52.21809410000001,5.1429061 52.2202991,5.1260395 52.2197263,5.12304986 52.219540040000005)
LINESTRING(5.171516116666667 52.24088485000001,5.1689519 52.2445184,5.1633642 52.2575503,5.158141720000001 52.25957922)
LINESTRING(5.139545580000001 52.208467940000006,5.130479 52.2056909,5.1281386 52.2050219,5.1111508 52.2069272,5.110966166666667 52.206977566666666)
LINESTRING(5.12304986 52.219540040000005,5.1223464 52.2189947,5.1109949 52.2070708,5.110966166666667 52.206977566666666)
LINESTRING(5.12304986 52.219540040000005,5.1240365 52.2198687,5.1241919 52.2588191,5.1275214600000005 52.25948090666667)
LINESTRING(5.12304986 52.219540040000005,5.1193411 52.2197578,5.0879511 52.2245513,5.085667366666667 52.22536708333333,5.0832257 52.2262708,5.0617107 52.2347839,5.058091063636365 52.23504847272728)
LINESTRING(5.110966166666667 52.206977566666666,5.1107528 52.2069347,5.0224495 52.2044654,5.020860833333333 52.20475593333333)
LINESTRING(5.1275214600000005 52.25948090666667,5.134649700000001 52.2597584,5.1352738 52.2597475,5.1373492 52.2597328,5.146784483333334 52.259872900000005)
LINESTRING(5.1275214600000005 52.25948090666667,5.1254627 52.2598304,5.1203609 52.2710664,5.106606322222223 52.2763128)
LINESTRING(5.020860833333333 52.20475593333333,5.0186176 52.2051098)
LINESTRING(5.058091063636365 52.23504847272728,5.0577843 52.2357857,5.0532057 52.2478239,5.0522094125 52.2497513625)
LINESTRING(5.058091063636365 52.23504847272728,5.0542675 52.2341114,5.0415268 52.230023,5.035927266666667 52.2287409,5.014162844444444 52.22491641111111)
LINESTRING(5.192159516666667 52.35968825555555,5.202716027272728 52.37224047272727,5.184276022222222 52.3809281388889)
LINESTRING(5.192159516666667 52.35968825555555,5.1801304 52.3652892125,5.167625621428572 52.36609887142857)
LINESTRING(5.192159516666667 52.35968825555555,5.2029573 52.3513546125)
LINESTRING(5.192159516666667 52.35968825555555,5.1951596 52.3512847,5.1898837 52.3480339,5.19152166 52.34825062)
LINESTRING(5.2029573 52.3513546125,5.2110882 52.3540486,5.1730611 52.3416002,5.17134372962963 52.34569847777778)
LINESTRING(5.2029573 52.3513546125,5.19152166 52.34825062)
LINESTRING(5.19152166 52.34825062,5.17134372962963 52.34569847777778)
LINESTRING(5.184276022222222 52.3809281388889,5.167625621428572 52.36609887142857)
LINESTRING(5.184276022222222 52.3809281388889,5.2051625 52.38817495)
LINESTRING(5.167625621428572 52.36609887142857,5.173823933333334 52.35237593333333,5.17134372962963 52.34569847777778)
LINESTRING(5.167625621428572 52.36609887142857,5.1503169374999995 52.3605869125,5.136795236842106 52.354144963157886)
LINESTRING(5.17134372962963 52.34569847777778,5.152164789655173 52.3347164862069)
LINESTRING(5.17134372962963 52.34569847777778,5.1640586 52.3376995,5.1014225 52.3160619)
LINESTRING(5.17134372962963 52.34569847777778,5.1632312 52.3417987,5.1600008 52.3401719)
LINESTRING(5.17134372962963 52.34569847777778,5.1762199 52.3425342,5.1442059 52.3278986)
LINESTRING(5.2075038 52.4161112,5.1242449 52.3801615,5.1339085 52.3562946,5.136795236842106 52.354144963157886)
LINESTRING(5.136795236842106 52.354144963157886,5.152164789655173 52.3347164862069)
LINESTRING(5.152164789655173 52.3347164862069,5.1484692 52.3304661,5.1315209 52.3220075,5.1306131909090915 52.32121789999999)
LINESTRING(5.152164789655173 52.3347164862069,5.1557646 52.3380368,5.1600008 52.3401719)
LINESTRING(5.152164789655173 52.3347164862069,5.1522407 52.3318044,5.1442059 52.3278986)
LINESTRING(5.1306131909090915 52.32121789999999,5.1339129 52.3196639,5.1434689 52.308188,5.1456333375 52.306152575)
LINESTRING(5.1306131909090915 52.32121789999999,5.1151059624999995 52.31344055)
LINESTRING(5.1306131909090915 52.32121789999999,5.1318557 52.3217558,5.1442059 52.3278986)
LINESTRING(5.1600008 52.3401719,5.1608379499999995 52.34065245,5.1600008 52.3401719)
LINESTRING(5.1014225 52.3160619,5.100934866666667 52.316202366666666)
LINESTRING(5.1014225 52.3160619,5.0307039 52.3313277,5.025652677777778 52.33151904444445)
LINESTRING(5.100934866666667 52.316202366666666,5.1151059624999995 52.31344055)
LINESTRING(5.100934866666667 52.316202366666666,5.082838628571429 52.32083942857143,5.0636623499999995 52.325179479999996)
LINESTRING(5.18609895 52.27833235000001,5.2029945047619055 52.26793340476191,5.2025315 52.2678224,5.18392 52.28064,5.181172847058824 52.28237724705882)
LINESTRING(5.18609895 52.27833235000001,5.1766734375 52.272087825,5.164695391304346 52.26856526521738)
LINESTRING(5.18609895 52.27833235000001,5.181172847058824 52.28237724705882)
LINESTRING(5.181172847058824 52.28237724705882,5.179637 52.2829898,5.1953987 52.2887046,5.199284633333334 52.28953126666667)
LINESTRING(5.181172847058824 52.28237724705882,5.1766682 52.2851373,5.1734458 52.2873465,5.1727554499999995 52.28753174999999,5.1721449 52.2875951,5.1540859 52.288604,5.150956157142858 52.28921292857143)
LINESTRING(5.181172847058824 52.28237724705882,5.1456333375 52.306152575)
LINESTRING(5.164695391304346 52.26856526521738,5.1628514 52.2732884,5.1454917 52.2728215,5.145402333333333 52.272817366666665)
LINESTRING(5.164695391304346 52.26856526521738,5.158141720000001 52.25957922)
LINESTRING(5.145402333333333 52.272817366666665,5.145341 52.272886,5.1487455 52.2864902,5.150956157142858 52.28921292857143)
LINESTRING(5.145402333333333 52.272817366666665,5.1453743 52.2727446,5.1479134 52.2602231,5.146784483333334 52.259872900000005)
LINESTRING(5.158141720000001 52.25957922,5.146784483333334 52.259872900000005)
LINESTRING(5.1456333375 52.306152575,5.14148288 52.300584349999994)
LINESTRING(5.150956157142858 52.28921292857143,5.148808 52.2908487,5.1437732 52.2976369,5.14148288 52.300584349999994)
LINESTRING(5.14148288 52.300584349999994,5.1151059624999995 52.31344055)
LINESTRING(5.14148288 52.300584349999994,5.1272908 52.3076392,5.119401 52.3109544,5.1151059624999995 52.31344055)
LINESTRING(5.14148288 52.300584349999994,5.1424826 52.2996758,5.1425244 52.2996917,5.0668293 52.3249403,5.0636623499999995 52.325179479999996)
LINESTRING(5.0636623499999995 52.325179479999996,5.0619371 52.3249678,5.0479673 52.3125145,5.04465433076923 52.31320924615385,5.034296381818181 52.30699789999999)
LINESTRING(5.0636623499999995 52.325179479999996,5.0581554 52.3255767,5.0331687 52.3311727,5.0374708 52.330349525)
LINESTRING(5.0636623499999995 52.325179479999996,5.049787222222222 52.32832928888889)
LINESTRING(5.0374708 52.330349525,5.025652677777778 52.33151904444445)
LINESTRING(5.0374708 52.330349525,5.049787222222222 52.32832928888889)
LINESTRING(5.0374708 52.330349525,5.04598255 52.32854845,5.049787222222222 52.32832928888889)
LINESTRING(5.049787222222222 52.32832928888889,5.056848 52.3255886,5.0317181 52.3309762,5.025652677777778 52.33151904444445)
LINESTRING(5.106606322222223 52.2763128,5.1083957 52.2755328,5.0939062 52.2510654,5.0538856 52.2487489,5.0522094125 52.2497513625)
